MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
20,3,4.174387269895637,9.079662048334066,1,2,0,1,1,0,0,14,2,1,3,3,5,5,13,13,0,0,10,10,1,0.0,1,3,4,3,3,1,6,495,5,0,495,990,2,3,1,3,6.897704943128636,0,0,6.897704943128636,0,0,1,0,3,1,1,5,4,0,1,4,11.0,1,1,299,2,3,2,0,64,0,0,0,0,0,4,2,0,4,2,3,11.744037185933616,1,1,1
20,3,4.382026634673881,9.309280319831087,1,2,0,1,1,0,0,12,2,1,3,3,6,7,37,4,0,0,10,10,2,144.0,2,2,2,2,3,1,4,656,5,0,602,1258,2,4,1,3,7.1372784372603855,0,0,7.1372784372603855,0,1,2,0,3,1,2,5,4,0,1,4,37.0,2,2,528,2,3,2,55,0,0,216,0,0,0,4,2,0,10,0,0,11.884489021402711,1,1,1
20,3,4.31748811353631,8.922658299524402,1,2,0,1,1,1,0,6,1,1,3,3,5,5,47,47,0,0,6,5,1,0.0,1,3,2,2,3,1,4,824,5,0,216,1040,2,1,1,3,6.946975992135418,0,0,6.946975992135418,1,0,1,1,3,1,1,5,4,0,1,4,47.0,3,1,308,2,3,2,0,0,220,0,0,0,0,2,2,0,6,2,3,11.79810440720389,1,1,1
20,3,4.248495242049359,9.076694687106265,1,2,0,1,1,0,0,14,2,1,3,3,7,5,5,5,0,0,10,10,2,100.0,2,3,4,3,3,1,5,0,5,0,1459,1459,2,4,1,3,7.285506548522785,0,0,7.285506548522785,0,0,2,0,3,1,2,6,4,1,4,4,5.0,2,2,527,2,3,2,192,39,0,0,0,0,0,4,2,0,9,2,3,12.165250651009918,1,1,1
20,3,4.382026634673881,9.082507000466299,1,2,0,1,1,0,0,8,2,1,3,3,6,6,42,42,2,0,6,5,2,425.0,1,3,2,2,3,1,2,553,5,0,698,1251,2,2,1,3,7.1316985104669115,0,0,7.1316985104669115,1,0,1,0,3,1,1,6,4,2,4,4,42.0,2,1,461,2,3,2,0,116,0,0,0,0,0,2,1,700,3,2,3,11.982929094215963,1,1,1
60,3,4.23410650459726,9.475086413144906,1,2,3,1,1,1,0,13,2,1,3,5,6,5,11,10,0,0,6,5,1,0.0,1,3,4,3,3,1,4,592,5,0,99,691,2,3,1,3,6.53813982376767,807,0,7.311886164077165,0,0,2,1,3,1,1,6,4,1,3,4,11.0,3,2,409,2,3,2,315,44,0,0,0,0,0,4,2,0,7,2,3,12.141534124392603,1,1,1
85,3,4.290459441148391,9.112617283447568,1,2,0,1,1,0,0,10,2,1,3,0,6,6,18,18,0,0,6,5,1,0.0,1,3,4,3,3,3,6,747,5,0,189,936,2,4,1,3,6.903747257584598,0,0,6.903747257584598,1,0,1,0,2,1,2,5,4,0,1,4,18.0,1,2,564,2,3,2,120,0,0,0,0,0,0,4,2,0,4,2,3,11.898187865760873,1,1,1
160,1,4.23410650459726,7.587817219993427,1,2,0,1,1,0,0,1,2,1,4,5,4,5,37,37,0,0,9,9,1,0.0,1,3,2,2,3,1,2,334,5,0,212,546,2,2,1,3,6.302618975744905,546,0,6.9957661563048505,0,0,1,1,3,1,1,6,4,0,1,4,37.0,2,1,286,2,3,2,120,96,0,0,0,0,0,4,2,0,5,2,3,11.332601910838946,1,1,1
60,4,4.442651256490317,9.266153436795395,1,2,0,1,1,0,0,18,2,1,3,5,8,5,4,3,0,0,10,10,1,0.0,2,3,4,3,3,2,5,0,5,0,1082,1082,2,4,1,3,6.9865664594064265,871,0,7.577121930876679,0,0,2,1,3,1,2,9,4,1,4,4,4.0,2,3,1043,2,3,2,160,50,0,0,0,0,0,4,2,0,5,2,3,12.437184366493561,1,1,1
160,1,3.1780538303479458,7.8328075165248645,1,2,0,1,1,0,0,5,2,1,1,5,7,5,2,2,0,0,10,10,4,50.0,2,3,4,3,3,1,5,0,5,0,970,970,2,4,1,3,6.877296071497429,739,0,7.443663683115591,0,0,2,0,3,1,2,7,0,0,1,2,2.0,1,2,380,2,3,2,0,40,0,0,0,0,0,4,2,0,4,2,3,11.831379196088763,1,1,1
120,4,3.6109179126442243,8.106514516255185,1,1,1,1,1,0,0,18,2,1,4,3,8,5,1,1,0,0,4,3,1,0.0,2,3,4,3,3,1,6,1039,5,0,208,1247,2,4,1,3,7.1284959456800365,0,0,7.1284959456800365,1,0,1,1,1,1,2,4,4,1,4,4,1.0,3,2,550,2,3,2,0,84,0,0,0,0,0,4,2,0,4,2,3,12.190959007720126,1,1,1
90,3,4.0943445622221,9.052984561199976,1,2,0,1,1,1,0,8,2,1,2,3,3,4,59,59,0,0,8,8,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6.946975992135418,0,0,6.946975992135418,0,0,2,0,2,2,1,6,4,0,1,2,22.0,1,2,400,2,3,2,0,0,0,0,0,0,0,4,2,0,6,2,3,11.439278924801929,1,1,1
160,4,3.1780538303479458,7.67786350067821,1,1,0,1,1,0,0,18,2,1,1,5,7,5,9,8,0,0,4,3,2,212.0,2,3,4,3,3,1,2,510,5,0,90,600,2,4,1,3,6.436150368369428,628,0,7.132497551660044,1,0,2,1,2,1,2,4,4,0,1,2,9.0,1,2,462,2,3,2,0,48,0,0,0,0,0,4,2,0,3,2,3,11.982929094215963,1,1,1
50,3,4.0943445622221,9.035986984831405,1,2,0,0,1,0,0,7,2,1,3,1,6,5,83,58,0,0,4,3,1,0.0,1,3,4,2,3,1,1,423,5,0,758,1181,2,1,1,3,7.237059026124737,304,0,7.434847875211999,0,0,2,0,4,1,1,7,4,1,4,2,83.0,1,2,576,2,3,2,342,0,128,0,0,0,0,4,2,0,6,2,3,11.824079893607152,1,1,1
20,3,4.2626798770413155,9.130214327496898,1,2,0,1,1,1,0,8,1,1,3,3,5,8,41,8,2,0,4,3,2,166.0,1,3,2,2,3,2,6,661,5,0,203,864,2,3,1,3,7.090076835776092,0,0,7.090076835776092,1,0,1,1,1,1,2,6,4,0,1,2,29.0,1,2,884,2,3,2,0,64,0,0,0,0,0,2,2,0,10,2,3,11.891361900690473,1,1,1
20,3,4.30406509320417,8.677269139262872,1,2,0,1,1,0,0,8,2,1,3,3,5,7,54,10,0,0,4,3,1,0.0,1,3,2,2,3,1,2,248,2,240,448,936,2,4,1,3,6.841615476477592,0,0,6.841615476477592,1,0,1,0,2,1,1,4,4,0,1,4,54.0,3,1,308,2,3,2,0,0,80,0,160,0,0,4,2,0,5,2,3,11.76756768334381,1,1,1
20,3,4.356708826689592,9.139595967450425,1,2,1,1,1,0,0,14,2,1,3,3,6,5,1,1,0,0,10,10,1,0.0,2,3,4,3,3,1,6,24,5,0,1290,1314,2,3,1,3,7.1808311990445555,0,0,7.1808311990445555,0,0,2,0,3,1,2,6,4,1,4,4,1.0,2,2,440,2,3,2,0,22,0,0,0,0,0,4,2,0,3,2,3,12.08069081199846,1,1,1
70,1,4.0943445622221,8.836664586357426,1,2,0,1,1,0,0,0,2,1,3,5,6,7,93,1,0,0,2,1,1,0.0,1,3,4,2,3,1,5,0,5,0,684,684,2,2,1,3,6.650279048587422,582,0,7.2115567333138015,0,0,1,1,3,1,2,7,4,0,1,0,27.0,0,0,0,0,0,2,136,0,115,0,0,0,0,4,2,0,3,2,3,11.751942365440728,1,1,1
120,3,4.23410650459726,8.215006432761575,1,2,0,1,1,0,0,20,2,1,4,3,8,5,21,21,0,0,6,5,1,0.0,2,3,2,3,3,1,5,0,5,0,1074,1074,2,4,1,3,6.992096427415888,0,0,6.992096427415888,0,0,1,1,2,1,2,5,4,0,1,4,20.0,2,2,461,2,3,2,0,74,137,0,0,0,0,4,2,0,10,2,3,12.043553716032399,1,1,1
50,1,3.912023005428146,8.699514748210191,1,2,0,1,1,0,0,3,2,1,3,1,4,6,73,59,0,0,4,3,1,0.0,1,3,1,2,3,1,2,672,5,0,0,672,2,2,1,3,6.6293632534374485,567,0,7.188412736496954,0,0,1,0,3,1,1,6,4,0,1,2,73.0,1,1,240,2,3,2,0,0,0,0,0,0,0,4,2,0,7,2,3,11.759785542901755,1,1,1
20,3,4.406719247264253,9.382611592916636,1,2,1,1,1,0,0,12,4,1,3,3,7,5,31,31,0,0,7,7,2,206.0,1,3,2,3,3,1,4,704,5,0,567,1271,2,2,1,3,7.3783837129967145,0,0,7.3783837129967145,0,0,2,0,3,1,1,7,4,1,3,4,31.0,2,2,478,2,3,2,0,0,0,0,0,0,0,4,2,0,4,0,0,11.964001084330445,1,1,1
30,3,4.0943445622221,9.035986984831405,1,2,0,0,1,0,0,7,2,1,3,3,2,5,89,59,0,0,2,1,1,0.0,1,3,2,2,2,1,1,290,5,0,0,290,2,2,0,1,6.082218910376446,0,0,6.082218910376446,0,0,1,0,1,1,0,3,4,0,1,2,79.0,1,1,246,2,3,0,0,0,0,0,0,0,0,4,2,0,1,2,3,11.002099841204238,1,1,1
20,3,4.110873864173311,9.185842740375783,1,2,1,1,1,0,0,8,2,1,3,3,5,5,36,36,0,0,6,3,1,0.0,1,3,2,2,3,1,2,412,3,287,251,950,2,2,1,3,6.856461984594587,0,0,6.856461984594587,0,0,1,0,3,1,1,5,4,0,1,2,26.0,1,1,280,2,3,2,0,0,0,0,0,0,0,4,2,0,7,2,3,11.691071650353702,1,1,1
20,3,4.248495242049359,8.85366542803745,1,2,0,1,1,0,0,8,2,1,3,3,5,7,47,5,0,0,2,1,2,45.0,1,3,2,2,3,1,1,588,5,0,422,1010,2,4,1,3,7.033506484287697,0,0,7.033506484287697,0,0,1,0,2,1,1,6,4,0,1,4,47.0,2,1,254,2,3,2,0,16,0,0,0,0,0,1,2,0,4,2,2,11.813030057420567,1,1,1
20,3,4.3694478524670215,9.094929520464856,1,2,0,1,1,1,0,8,2,1,3,3,6,6,47,47,2,0,8,8,1,0.0,1,3,2,2,3,2,4,655,5,0,0,655,2,4,1,3,7.085064293952548,0,0,7.085064293952548,0,1,1,0,3,1,1,6,4,1,2,5,52.0,3,2,539,2,3,2,0,0,192,0,0,0,0,4,2,0,7,2,3,11.979799201207037,1,1,1
160,1,3.1780538303479458,7.60887062919126,1,2,0,1,1,0,0,2,2,1,4,5,5,5,37,37,0,0,6,5,2,304.0,1,3,2,2,3,1,5,0,5,0,630,630,2,2,1,3,6.4457198193855785,672,0,7.171656822768514,0,0,2,1,3,1,1,6,4,0,1,2,37.0,1,2,440,2,3,2,0,0,0,0,0,0,0,4,2,0,4,2,3,11.571194373094205,1,1,1
60,3,4.584967478670572,9.413770891980372,1,2,1,1,1,1,0,22,2,1,3,5,8,5,16,15,0,0,6,5,2,362.0,2,3,4,4,3,3,6,1032,5,0,431,1463,2,4,1,3,7.313220387090301,1122,0,7.871692664323645,1,0,2,1,3,1,2,9,4,2,3,4,16.0,2,2,712,2,3,2,186,32,0,0,0,0,0,4,2,0,4,2,3,12.691580461311874,1,1,1
20,3,4.736198448394496,9.24541789858888,1,2,1,1,1,1,0,10,1,1,3,3,7,5,17,16,2,0,6,5,1,0.0,2,3,4,3,3,2,6,738,5,0,172,910,2,3,1,3,7.273786317844895,0,0,7.273786317844895,1,0,2,0,3,1,2,6,4,1,3,4,17.0,3,2,719,2,3,2,0,244,0,0,0,0,0,4,2,0,5,2,3,12.100156419938624,1,1,1
60,3,5.123963979403259,10.054361440970256,1,2,2,3,1,4,0,13,2,1,3,5,7,5,0,0,0,0,10,10,1,0.0,2,3,4,4,4,1,5,0,5,0,868,868,2,4,1,3,6.787844982309579,1134,0,7.611347717403621,0,0,2,1,3,1,2,9,4,1,4,5,0.0,2,2,422,2,3,2,0,100,0,0,0,0,0,4,2,0,9,3,4,12.523525876315125,1,1,1
60,3,4.23410650459726,8.995040974685022,1,2,0,1,1,0,0,13,2,1,3,5,6,5,7,7,0,0,10,10,1,0.0,1,3,4,3,3,1,5,0,5,0,924,924,2,4,1,3,6.854354502255021,742,0,7.432483807917119,0,0,2,1,3,1,1,7,4,1,3,4,7.0,2,2,463,2,3,2,100,48,0,0,0,0,0,4,2,0,11,2,0,12.106252310247962,1,1,1
20,3,4.672828834461906,9.338029733117072,1,2,1,1,1,0,0,21,2,1,3,3,8,5,5,4,0,0,4,3,4,42.0,2,3,4,4,3,2,6,1039,5,0,797,1836,2,4,1,3,7.515344571180436,0,0,7.515344571180436,1,0,2,0,3,1,2,7,4,1,4,4,5.0,3,3,862,2,3,2,125,185,0,0,0,0,0,4,2,0,3,2,3,12.542544882151386,1,1,1
60,3,4.23410650459726,8.987196820661973,1,2,0,1,1,0,0,13,2,1,3,5,6,5,13,12,0,0,6,5,1,0.0,1,3,4,3,3,1,6,219,5,0,554,773,2,3,1,3,6.650279048587422,885,0,7.4133673356952405,1,0,2,1,3,1,1,8,4,1,3,4,13.0,3,2,431,2,3,2,224,84,0,0,0,0,0,4,2,0,6,2,3,12.144197241812087,1,1,1
60,3,4.382026634673881,9.257223957875032,1,2,0,1,1,0,0,12,2,1,3,5,7,6,32,32,2,0,7,7,2,660.0,1,3,2,2,3,1,4,403,5,0,400,803,2,2,1,3,7.001245622069476,866,0,7.582738488914411,0,0,2,1,4,1,1,8,4,1,4,4,32.0,2,2,483,2,3,2,0,69,0,0,0,0,0,4,2,0,9,2,3,12.230765258120545,1,1,1
20,3,4.290459441148391,8.867850063029406,1,2,1,1,1,1,0,8,2,1,3,3,5,7,49,49,0,0,3,4,1,0.0,1,3,2,2,3,1,6,708,5,0,108,816,2,2,1,2,6.704414354964107,0,0,6.704414354964107,1,0,1,0,2,1,1,5,4,0,1,2,49.0,1,1,308,2,3,2,0,0,0,0,0,0,0,4,2,0,7,2,3,11.77452020265869,1,1,1
20,3,4.189654742026425,9.09638749190015,1,2,0,1,1,0,0,8,2,1,3,3,5,7,54,1,0,0,2,1,1,0.0,1,3,2,2,3,1,2,643,5,0,365,1008,2,3,1,3,6.915723448631314,0,0,6.915723448631314,1,0,1,0,2,1,2,6,4,0,1,4,54.0,1,1,240,2,3,2,0,18,0,0,0,0,0,4,2,0,5,2,3,11.809319478024031,1,1,1
20,3,4.499809670330265,8.594154232552366,1,2,0,1,1,0,0,4,2,1,3,3,5,7,52,6,0,0,4,3,1,0.0,1,2,2,2,3,1,1,415,5,0,418,833,2,4,1,3,6.725033642166843,0,0,6.725033642166843,0,0,1,0,2,1,2,4,4,0,1,2,51.0,1,1,326,2,3,2,0,0,0,0,0,0,0,2,2,0,8,2,3,11.669929213779893,1,1,1
20,3,4.532599493153256,9.399720293137584,1,2,0,1,1,0,0,21,2,1,3,3,8,5,0,0,2,0,10,10,4,328.0,2,3,4,4,3,1,6,1004,5,0,730,1734,2,4,1,3,7.458186157340487,0,0,7.458186157340487,1,0,2,0,3,1,3,7,4,1,4,4,0.0,2,3,928,2,3,2,0,0,0,0,0,0,0,4,2,0,11,3,4,12.669806661762314,1,1,1
80,3,4.23410650459726,8.955448122347393,1,2,0,1,1,0,0,13,2,1,3,4,8,5,7,7,2,0,10,10,1,0.0,2,3,4,3,3,1,6,353,5,0,55,408,2,4,1,3,6.658011045870748,640,0,7.257707677160043,1,0,2,1,3,1,2,7,4,1,3,5,7.0,3,2,527,2,3,2,120,0,0,0,0,0,0,4,2,0,3,2,3,12.123234367221169,1,1,1
20,3,4.04305126783455,9.186457431512851,1,2,1,1,1,2,0,6,1,1,3,3,5,7,41,5,0,0,10,10,1,0.0,1,3,2,2,3,1,2,702,5,0,192,894,2,4,1,3,6.795705775173514,0,0,6.795705775173514,1,0,1,0,3,1,2,5,4,0,1,4,41.0,2,2,450,2,3,2,0,0,0,0,0,0,0,4,2,0,5,2,3,11.77528972943772,1,1,1
80,3,4.442651256490317,9.534233826390535,1,2,0,1,1,0,0,6,2,1,3,4,5,6,50,21,0,0,4,3,1,0.0,1,2,2,2,3,1,5,0,5,0,533,533,2,2,1,3,6.928537818164665,580,0,7.3783837129967145,0,1,1,0,3,1,1,6,1,0,1,5,50.0,2,1,300,2,3,2,280,34,0,0,0,0,0,4,2,0,12,2,3,11.84939770159144,1,1,1
20,3,4.248495242049359,8.930626469173578,1,2,0,1,1,0,0,8,2,1,3,3,5,5,47,47,0,0,8,1,1,0.0,1,3,2,2,3,1,3,369,5,0,671,1040,2,2,1,2,6.946975992135418,0,0,6.946975992135418,0,0,1,0,3,1,1,6,4,0,1,4,47.0,2,1,286,2,3,2,140,0,252,0,0,0,0,0,2,0,7,2,3,11.803353763090035,1,1,1
30,1,4.07753744390572,9.019542996701185,1,2,0,0,1,0,1,0,2,1,3,3,6,5,87,57,0,0,8,8,1,0.0,1,3,1,2,3,1,5,0,5,0,1012,1012,2,2,1,2,6.919683849847411,0,0,6.919683849847411,0,0,1,0,2,1,1,6,4,1,4,2,87.0,1,1,308,2,3,2,0,22,112,0,0,0,0,2,2,0,5,2,3,11.681824001432043,1,1,1
20,3,4.430816798843313,9.218705288307811,1,2,0,1,1,0,0,14,2,1,3,3,7,5,1,0,0,0,10,10,2,196.0,2,3,4,3,3,3,6,24,5,0,1528,1552,2,4,1,3,7.347299700743164,0,0,7.347299700743164,0,0,2,0,3,1,2,7,4,0,1,4,1.0,2,3,782,2,3,2,144,20,0,0,0,0,0,4,2,0,7,3,4,12.26857785088157,1,1,1
20,3,4.23410650459726,9.096723645189215,1,2,1,1,1,1,0,5,2,1,3,3,4,3,53,53,0,0,0,0,1,0.0,1,3,2,2,3,1,5,0,5,0,672,672,2,4,1,2,6.866933284461882,0,0,6.866933284461882,0,0,1,0,3,1,1,5,4,0,1,3,53.0,1,1,288,2,3,2,64,0,0,0,160,0,0,2,2,0,10,0,0,11.626254150277232,1,1,1
20,3,3.912023005428146,9.14899674173513,1,2,0,1,1,0,0,5,2,1,3,3,5,9,62,1,2,0,10,10,1,0.0,1,1,2,2,3,1,5,0,5,0,698,698,2,4,1,3,6.548219102762372,0,0,6.548219102762372,0,1,1,0,2,1,1,4,4,0,1,0,29.0,0,0,0,0,0,2,0,200,0,0,0,0,0,4,2,0,6,2,3,11.678439903447801,1,1,1
80,3,4.23410650459726,9.118773178450692,1,2,1,1,1,0,0,13,2,1,3,4,7,5,15,15,0,0,6,5,2,170.0,1,3,4,3,3,1,5,0,5,0,384,384,2,3,1,3,6.699500340161678,670,0,7.301147805856032,0,0,2,1,3,1,2,7,4,1,3,4,15.0,3,2,392,2,3,2,100,25,0,0,0,0,0,4,2,0,7,2,3,12.00701176473192,1,1,1
20,3,4.0943445622221,9.252824983582338,1,2,0,1,1,0,0,8,2,1,3,3,4,5,54,54,0,0,7,7,1,0.0,1,3,2,2,3,1,5,0,5,0,1005,1005,2,2,1,3,6.912742820493176,0,0,6.912742820493176,0,0,1,0,2,1,0,5,4,1,3,2,32.0,1,2,672,1,1,2,0,0,0,0,0,0,0,4,2,0,11,2,3,11.652687407345388,1,1,1
120,3,3.970291913552122,8.211754397375197,1,2,0,1,1,0,0,15,2,1,4,3,7,5,2,2,2,0,10,10,2,130.0,2,3,4,3,3,1,5,0,5,0,1373,1373,2,4,1,3,7.349230824613334,0,0,7.349230824613334,0,0,2,0,2,1,2,7,4,1,3,4,2.0,3,3,660,2,3,2,143,20,0,0,0,0,0,4,2,0,6,2,3,12.066810578196666,1,1,1
20,3,5.204006687076795,9.586857158128455,1,2,2,1,1,1,0,13,2,1,3,3,7,5,3,3,2,0,10,10,1,0.0,2,3,4,3,3,3,6,1300,5,0,230,1530,2,4,1,3,7.333023014386481,0,0,7.333023014386481,1,0,2,0,3,1,2,7,4,1,4,4,3.0,3,3,630,2,3,2,144,36,0,0,0,0,0,4,2,0,11,2,2,12.464583340681674,1,1,1
60,3,4.07753744390572,9.375515769935166,1,2,1,1,1,0,0,13,2,1,3,5,7,5,3,2,0,0,10,10,1,0.0,2,3,4,3,3,3,5,0,5,0,847,847,2,4,1,3,6.741700694652055,1112,0,7.580189417944541,0,0,2,1,4,1,2,8,4,1,4,5,3.0,3,2,434,2,3,2,100,48,0,0,0,0,0,4,2,0,7,2,3,12.2783933071098,1,1,1
90,1,4.0943445622221,8.881836305004146,1,0,0,1,1,0,0,4,2,1,2,0,5,5,27,27,0,0,4,3,2,180.0,1,3,2,3,3,4,6,936,5,0,0,936,2,2,1,3,6.841615476477592,0,0,6.841615476477592,1,0,1,0,2,1,1,4,4,0,1,2,27.0,1,2,672,2,3,2,49,0,0,0,0,0,0,4,2,0,8,2,3,11.84939770159144,1,1,1
50,3,4.174387269895637,8.962391701743002,1,2,0,1,1,0,0,7,2,1,3,1,4,3,81,59,0,0,3,7,1,0.0,1,3,1,2,3,1,2,622,5,0,500,1122,2,2,1,3,7.191429330036379,653,0,7.591357046698551,1,0,2,0,4,1,2,7,1,2,3,2,28.0,1,2,576,2,3,2,431,44,0,0,0,0,0,2,2,0,12,2,3,11.813030057420567,1,1,1
20,3,4.143134726391533,9.279119887371008,1,2,0,1,1,0,0,9,2,1,3,3,5,5,16,15,0,0,6,5,1,0.0,1,3,4,3,3,2,2,212,5,0,762,974,2,2,1,3,6.881411303642535,0,0,6.881411303642535,0,0,1,0,3,1,1,5,4,0,1,0,27.0,0,0,0,0,0,2,0,28,0,0,0,0,0,2,2,0,9,1,0,11.44571671527678,1,1,1
70,1,4.499809670330265,9.20029003612268,1,2,0,1,1,0,0,4,2,1,3,5,6,4,127,57,0,0,2,1,1,0.0,1,3,1,2,3,2,5,0,5,0,1008,1008,1,2,1,3,7.071573364211532,1032,0,7.700747794511798,0,0,2,0,5,1,0,8,4,0,1,2,77.0,1,1,205,1,3,0,0,48,0,0,0,0,0,4,2,0,5,2,3,11.67419361256635,1,1,1
60,3,4.382026634673881,9.19299073364107,1,2,1,1,1,0,0,10,2,1,3,5,8,5,14,14,0,0,10,10,1,0.0,2,3,4,3,3,1,6,584,5,0,544,1128,2,4,1,3,7.040536390215956,878,0,7.61085279039525,0,0,2,1,3,1,2,8,4,1,3,4,14.0,2,2,466,2,3,2,0,155,0,0,0,0,0,4,2,0,6,2,3,12.386308695833106,1,1,1
60,3,4.04305126783455,9.079434102128383,1,2,1,3,1,0,0,13,2,1,3,5,6,5,10,10,0,0,10,10,1,0.0,1,3,4,3,3,3,5,0,5,0,916,916,2,3,1,3,6.82001636467413,684,0,7.3777589082278725,0,0,2,1,3,1,1,7,4,1,3,4,10.0,3,2,460,2,3,2,100,38,0,0,0,0,0,4,2,0,8,2,3,12.037653993905211,1,1,1
30,1,4.0943445622221,8.729073550451737,1,2,0,1,1,1,0,3,2,1,3,3,6,5,81,57,0,0,2,1,1,0.0,1,3,1,2,3,1,5,0,5,0,960,960,2,2,0,3,6.893656354602635,0,0,6.893656354602635,0,0,1,0,2,1,1,5,4,1,4,2,81.0,1,1,180,2,3,2,0,128,0,0,0,0,0,4,2,0,5,2,3,11.532728092266408,1,1,1
50,3,4.382026634673881,9.169518377455928,1,2,0,1,1,0,0,8,2,1,3,1,6,5,58,58,0,0,10,10,1,0.0,1,3,2,2,3,1,2,280,5,0,752,1032,2,2,1,2,6.939253946041508,220,0,7.132497551660044,0,0,1,0,3,1,1,6,4,0,1,4,58.0,1,1,288,2,3,2,0,0,96,0,0,0,0,4,2,0,4,2,0,11.686878772093667,1,1,1
50,3,3.9889840465642745,8.754949455098293,1,2,0,1,1,0,0,6,1,1,3,1,5,8,135,14,0,0,10,10,1,0.0,1,2,2,2,3,1,5,0,5,0,780,780,2,3,0,3,6.659293919683638,240,0,6.927557906278317,0,0,1,0,2,1,1,6,4,0,1,0,30.0,0,0,0,0,0,0,0,0,176,0,0,0,0,4,2,0,5,2,3,11.451050061252142,1,1,1
20,3,4.23410650459726,9.19207456316929,1,2,1,1,1,0,1,9,2,1,3,3,6,5,32,32,0,0,7,6,1,0.0,1,3,4,2,3,4,4,1567,5,0,0,1567,2,2,1,3,7.356918242356021,0,0,7.356918242356021,1,0,2,0,2,1,2,5,4,2,3,4,32.0,2,2,714,2,3,2,264,32,0,0,0,0,0,4,2,0,5,2,3,12.185869938212655,1,1,1
30,3,4.584967478670572,9.074635189810808,1,2,1,1,1,0,0,3,2,1,3,3,5,5,87,57,0,0,5,2,1,0.0,1,0,1,2,3,1,2,645,5,0,270,915,2,2,1,3,7.062191632286556,0,0,7.062191632286556,0,0,1,0,3,1,1,6,0,1,4,2,35.0,1,2,495,2,3,2,0,0,216,0,126,0,0,4,2,0,5,2,3,11.877568578558138,1,1,1
20,3,4.0943445622221,8.902455592206882,1,2,0,1,1,1,0,8,2,1,3,3,5,7,57,57,0,0,6,5,1,0.0,1,3,2,2,3,2,4,852,5,0,100,952,2,2,1,3,6.858565034791365,0,0,6.858565034791365,1,0,1,0,2,1,1,4,4,0,1,2,20.0,1,2,840,2,3,2,0,0,0,0,0,0,0,4,2,0,6,0,0,11.842229212112828,1,1,1
60,3,4.23410650459726,9.240287448344136,1,2,1,1,1,4,0,12,5,1,3,5,5,7,33,33,0,0,7,7,2,44.0,1,2,2,2,3,1,4,381,5,0,399,780,2,4,1,3,6.992096427415888,780,0,7.532623618788788,1,0,2,1,4,1,2,9,4,1,3,4,33.0,1,2,484,2,3,2,448,96,0,0,0,0,0,4,2,0,10,2,3,12.193493863323313,1,1,1
60,3,4.343805421853684,9.206834232646894,1,2,0,1,1,0,0,14,2,1,3,5,8,5,1,0,2,0,10,10,4,340.0,2,3,4,4,3,4,6,1150,5,0,316,1466,2,4,1,3,7.290292882446597,1362,0,7.947325027016463,1,0,3,0,4,1,2,11,4,1,3,5,1.0,2,3,1052,2,3,2,125,144,0,0,0,0,0,4,2,0,4,3,4,12.959538518762063,1,1,1
20,3,4.23410650459726,9.104979856318357,1,2,0,1,1,0,0,6,2,1,3,3,5,3,49,49,0,0,2,7,1,0.0,1,3,2,2,3,1,6,288,5,0,718,1006,2,2,1,3,6.913737350659685,0,0,6.913737350659685,0,0,1,0,3,1,1,5,4,0,1,0,28.0,0,0,0,0,0,2,0,24,0,0,0,0,0,4,2,0,7,2,3,11.289781913656018,1,1,1
190,3,4.0943445622221,9.407550541263888,1,2,0,1,1,0,0,5,2,1,0,1,4,4,69,60,0,0,4,3,1,0.0,1,0,1,3,3,1,2,348,5,0,324,672,0,1,0,2,6.51025834052315,252,0,6.828712071641684,1,0,1,0,2,1,0,5,4,0,1,2,69.0,1,1,280,2,3,2,0,0,0,0,0,0,0,2,2,0,7,2,3,11.289781913656018,1,1,1
50,1,3.9512437185814275,8.738735461363474,1,2,0,1,1,0,0,3,2,1,3,1,5,6,78,56,0,0,4,3,1,0.0,1,3,1,2,3,1,5,0,5,0,1042,1042,2,4,1,3,6.948897222313312,534,0,7.362645270417825,0,0,1,0,3,1,1,8,4,1,4,2,78.0,1,1,225,2,3,2,0,0,0,0,0,0,0,4,2,0,8,2,2,11.911701584927597,1,1,1
